,player,team,position,batting_average,obp,slugging_percentage,ops,games_played,at_bats,runs,hits,doubles,triples,homeruns,rbi,hit_by_pitch,walks,strikeouts,stolen_bases,caught_stealing,all_american
702,Jaylyn Davis,Prairie View,,0.306,0.411,0.59,1.001,49,134,25,41,4,2,10,1,3,21,0,0,0,False
703,Gianna Fazzolari,Canisius,,0.306,0.381,0.503,0.884,49,147,22,45,5,0,8,38,5,14,23,0,0,False
704,Hailey Jones,North Alabama,,0.306,0.343,0.449,0.792,60,196,42,60,14,1,4,30,4,9,12,6,1,False
705,Sara Vanderford,Texas State,,0.306,0.413,0.518,0.931,57,170,34,52,15,0,7,38,2,29,25,8,2,False
706,Juju Sargent,Cal Poly,,0.306,0.361,0.438,0.799,46,121,13,37,9,2,1,1,0,11,0,0,0,False
707,Kiannah Pierce,North Carolina,,0.306,0.342,0.417,0.759,42,108,5,33,8,2,0,19,1,5,14,1,0,False
708,Jaymi Steward,Cal State Northridge,,0.306,0.389,0.471,0.86,54,170,32,52,10,0,6,27,9,14,34,18,3,False
709,Bella Pantoja,Massachusetts,,0.306,0.368,0.387,0.755,51,173,31,53,7,2,1,1,5,12,0,0,0,False
710,Julia Cottrill,Oklahoma State,,0.306,0.413,0.613,1.026,51,124,29,38,5,0,11,31,5,19,16,1,1,False
711,Sam Freeland,Marist,,0.306,0.358,0.344,0.702,53,160,23,49,2,2,0,18,2,13,30,10,1,False
712,Jaycee Ruberti,Ohio State,,0.306,0.337,0.429,0.766,51,147,37,45,8,2,2,1,0,12,0,0,0,False
713,Keahilele Mattson,Fresno State,,0.305,0.437,0.532,0.969,49,141,31,43,11,3,5,23,4,29,27,5,0,False
714,Paris Woods,Syracuse,,0.305,0.359,0.4,0.759,44,95,22,29,3,3,0,11,2,6,28,6,3,False
715,Madison Kahwaty,Seattle,,0.305,0.413,0.539,0.952,53,154,40,47,10,1,8,33,16,13,20,4,1,False
716,Hannah Slike,Boston College,,0.305,0.345,0.494,0.839,47,154,21,47,13,2,4,23,3,7,17,3,1,False
717,Alison Seng,Boise State,,0.305,0.373,0.624,0.997,50,141,30,43,12,0,11,44,6,11,20,0,0,False
718,Alyssa Chavez,Georgetown,,0.305,0.341,0.602,0.943,43,128,24,39,6,1,10,31,0,8,14,1,1,False
719,KJ Murphy,UT Arlington,,0.305,0.39,0.483,0.873,49,151,33,46,9,0,6,26,0,21,24,5,1,False
720,Tyler Goldstein,UC Santa Barbara,,0.305,0.338,0.389,0.727,54,131,7,40,6,1,1,2,2,7,0,0,0,False
721,Lea White,UMass Lowell,,0.305,0.351,0.418,0.769,48,141,24,43,7,0,3,19,0,10,21,6,1,False
722,Jaiden Bryant,Akron,,0.305,0.397,0.61,1.007,44,105,22,32,6,1,8,21,3,13,32,3,1,False
723,Caroline Nichols,South Alabama,,0.305,0.376,0.373,0.749,45,118,24,36,2,3,0,1,0,14,0,0,0,False
724,Victoria Rodebaugh,Jacksonville,,0.305,0.461,0.458,0.919,45,118,23,36,6,0,4,20,14,20,19,3,1,False
725,Grace Lueke,SIU Edwardsville,,0.305,0.411,0.61,1.021,46,141,25,43,7,0,12,38,1,25,44,0,0,False
726,Maddie Wilkes,Army,,0.304,0.35,0.446,0.796,41,112,10,34,10,0,2,18,2,7,18,1,0,False
727,AnneMarie Murphy,San Diego State,,0.304,0.338,0.372,0.71,53,148,20,45,4,0,2,26,3,6,15,3,1,False
728,Ciara Granado,Long Island,,0.304,0.344,0.38,0.724,56,171,19,52,13,0,0,25,1,11,15,2,0,False
729,Aubrey Reed,Toledo,,0.304,0.424,0.545,0.969,45,112,23,34,4,1,7,27,7,18,24,4,0,False
730,McKenzie Bump,Ohio State,,0.304,0.331,0.461,0.792,41,115,22,35,8,2,2,1,1,5,0,0,0,False
731,Kalei Harding,Florida State,,0.304,0.379,0.609,0.988,61,184,46,56,11,0,15,4,1,21,0,0,0,False
732,Nicole Rivait,Bucknell,,0.304,0.353,0.449,0.802,45,138,17,42,9,1,3,15,2,9,20,2,0,False
733,Reese Mattley,UC Davis,,0.304,0.38,0.375,0.755,45,112,18,34,6,1,0,12,0,15,33,2,0,False
734,Toni Camarillo,Bryant,,0.304,0.37,0.348,0.718,37,115,20,35,5,0,0,13,2,10,7,10,1,False
735,EJ Bankson,George Mason,,0.304,0.388,0.419,0.807,48,148,23,45,7,2,2,23,0,21,22,3,2,False
736,Janai Conklin,Georgia Southern,,0.304,0.368,0.634,1.002,43,112,17,34,6,2,9,24,3,9,27,4,2,False
737,Kalei Christensen,North Texas,,0.304,0.376,0.583,0.959,53,168,36,51,12,1,11,48,6,14,24,12,1,False
738,Ameryn Humble,Drexel,,0.304,0.368,0.366,0.734,40,112,19,34,5,1,0,19,0,12,7,0,0,False
739,Mailee Newman,Idaho State,,0.304,0.379,0.496,0.875,51,125,11,38,3,0,7,5,9,6,0,0,0,False
740,Brittany Ford,Indiana,,0.304,0.356,0.593,0.949,48,135,15,41,9,0,10,2,2,9,0,0,0,False
741,Megan Hodum,Austin Peay,,0.303,0.351,0.36,0.711,53,178,42,54,2,4,0,12,2,11,12,18,3,False
742,Tyler Armistead,UAB,,0.303,0.388,0.372,0.76,49,145,31,44,5,1,1,11,4,18,17,8,0,False
743,Addie Wray,Appalachian State,,0.303,0.343,0.355,0.698,55,155,18,47,4,2,0,11,0,10,28,9,2,False
744,Alli Richmond,Binghamton,,0.303,0.323,0.545,0.868,45,145,21,44,15,1,6,27,2,4,27,3,0,False
745,Mackenzie Lake,Towson,,0.303,0.357,0.469,0.826,47,145,20,44,7,1,5,22,5,7,10,2,1,False
746,Lauren Mills,Wichita State,,0.303,0.414,0.73,1.144,47,122,22,37,4,0,16,51,2,21,35,0,0,False
747,Jenna Helberg,College of Charleston,,0.303,0.413,0.5,0.913,47,132,14,40,11,0,5,23,10,16,11,1,0,False
748,DeAsia Lowther,South Carolina State,,0.303,0.352,0.47,0.822,30,66,4,20,2,0,3,11,1,4,11,0,0,False
749,Tayli Filla,Florida Gulf Coast,,0.303,0.341,0.471,0.812,48,119,11,36,4,2,4,13,0,7,32,6,0,False
750,Jordan Fabian,South Carolina,,0.303,0.471,0.555,1.026,56,155,47,47,10,1,9,36,10,42,38,17,3,False
751,Katie Dack,Texas A&M,,0.303,0.419,0.697,1.116,57,119,25,36,6,1,13,40,0,26,40,2,2,False
752,Lauren LaHood,Santa Clara,,0.303,0.329,0.408,0.737,41,76,18,23,3,1,1,0,1,4,0,0,0,False
753,Maddie Latta,Yale,,0.303,0.367,0.576,0.943,33,99,16,30,7,1,6,13,2,8,15,0,1,False
754,Ally Kurland,Penn State,,0.303,0.361,0.674,1.035,54,178,29,54,18,0,16,44,0,16,33,0,0,False
755,Delaney Cumbie,UNC Greensboro,,0.303,0.473,0.664,1.137,53,152,48,46,7,0,16,33,22,30,23,0,1,False
756,Chyenne Factor,Oklahoma State,,0.303,0.435,0.52,0.955,62,152,31,46,3,0,10,35,8,29,26,1,1,False
757,Taylor Minnick,Indiana,,0.303,0.412,0.535,0.947,45,99,18,30,8,0,5,0,4,15,0,0,0,False
758,Rachael McKinney,Alabama A&M,,0.302,0.37,0.472,0.842,36,106,12,32,9,0,3,24,2,10,16,0,1,False
759,Kylee Sanders,Northern Iowa,,0.302,0.382,0.46,0.842,43,126,41,38,9,1,3,23,3,14,19,6,0,False
760,Hannah Becerra,Cal State Fullerton,,0.302,0.465,0.525,0.99,59,162,49,49,12,0,8,2,6,44,0,0,0,False
761,Ashton Vanhouse,Winthrop,,0.302,0.343,0.341,0.684,55,129,22,39,3,1,0,10,0,8,21,22,0,False
762,Caitlyn Rogers,Texas State,,0.302,0.421,0.525,0.946,53,139,24,42,6,2,7,34,8,22,31,0,1,False
763,Sarah Squillace,Samford,,0.302,0.385,0.335,0.72,53,179,37,54,6,0,0,11,4,21,19,6,2,False
764,Mikayla Carman,Cal State Northridge,,0.302,0.362,0.365,0.727,50,126,23,38,6,1,0,17,0,12,7,2,0,False
765,Bri Ellis,Auburn,,0.302,0.378,0.772,1.15,56,149,32,45,8,1,20,49,7,13,23,2,0,False
766,Bianca Barone,Northern Illinois,,0.302,0.382,0.422,0.804,41,116,13,35,5,0,3,15,3,12,15,7,2,False
767,Kennedy Thomas,California,,0.302,0.348,0.341,0.689,53,126,18,38,2,0,1,13,1,8,26,5,4,False
768,Lexi Johnson,Southeastern Louisiana,,0.302,0.341,0.562,0.903,56,169,33,51,13,5,7,38,0,12,20,11,0,False
769,Blaise Biringer,Arizona,,0.302,0.354,0.422,0.776,52,116,21,35,8,0,2,18,3,7,19,1,0,False
770,Dallis Goodnight,Alabama,,0.302,0.37,0.36,0.73,55,139,33,42,3,1,1,8,4,11,22,18,2,False
771,Kelsey White,Villanova,,0.302,0.419,0.384,0.803,46,86,3,26,4,0,1,14,1,17,27,0,0,False
772,Izzy Nieblas,Maine,,0.301,0.36,0.472,0.832,45,123,15,37,9,0,4,23,1,11,23,2,0,False
773,Paige Bedsworth,Drake,,0.301,0.347,0.387,0.734,44,93,12,28,6,1,0,19,2,5,13,2,0,False
774,Reili Gardner,Illinois State,,0.301,0.336,0.329,0.665,51,143,24,43,2,1,0,0,0,8,0,0,0,False
775,Ashley Wruble,Saint Francis (PA),,0.301,0.438,0.381,0.819,49,113,25,34,3,0,2,21,11,19,16,4,2,False
776,Maggie Kellner,Niagara,,0.301,0.344,0.423,0.767,40,123,9,37,15,0,0,0,0,8,0,0,0,False
777,Olyvia Smith,Saint Peter's,,0.301,0.326,0.355,0.681,55,183,25,55,8,1,0,13,1,6,17,10,1,False
778,Dakota Pitts,Saint Peter's,,0.301,0.339,0.431,0.77,55,153,22,46,12,1,2,28,5,6,17,2,2,False
779,Erykah Guerrero,UTSA,,0.301,0.353,0.528,0.881,45,123,19,37,4,0,8,22,1,10,38,0,0,False
780,Ava Bredwell,Nebraska,,0.301,0.347,0.441,0.788,47,93,25,28,3,2,2,15,0,7,16,2,0,False
781,Makenna Matthijs,UNC Greensboro,,0.301,0.346,0.575,0.921,57,193,49,58,14,3,11,41,0,14,25,0,0,False
782,Georgia Clark,LSU,,0.301,0.447,0.667,1.114,57,156,32,47,9,0,16,4,0,42,0,0,0,False
783,Abby Jones,Tulsa,,0.301,0.34,0.414,0.754,47,133,25,40,5,2,2,3,0,10,0,0,0,False
784,Leila Hurst,Army,,0.301,0.321,0.468,0.789,50,156,20,47,10,2,4,30,3,4,26,1,0,False
785,Mikayla Ramos,Iowa State,,0.301,0.387,0.627,1.014,55,166,36,50,10,1,14,53,6,21,27,1,1,False
786,Jessica Fehr,Evansville,,0.3,0.401,0.386,0.787,47,140,27,42,12,0,0,16,1,24,30,6,2,False
787,Jordyn Hutchins,Boise State,,0.3,0.4,0.644,1.044,41,90,27,27,5,1,8,31,0,15,20,3,1,False
788,Shayna Espy,Kansas,,0.3,0.389,0.343,0.732,48,140,24,42,4,1,0,0,0,21,0,0,0,False
789,Courtney Day,Texas,,0.3,0.385,0.654,1.039,58,130,21,39,10,0,12,34,3,15,24,1,0,False
790,Deija Russell,Grambling,,0.3,0.336,0.369,0.705,43,130,23,39,5,2,0,19,0,8,23,6,1,False
791,Sophia Maras,Iowa,,0.3,0.408,0.36,0.768,45,100,19,30,6,0,0,1,1,18,0,0,0,False
792,Zoie Smith,Bucknell,,0.3,0.366,0.422,0.788,34,90,4,27,8,0,1,11,0,10,6,0,0,False
793,Brianna Alston,Mississippi Valley State,,0.3,0.347,0.318,0.665,37,110,14,33,0,1,0,8,1,7,10,7,4,False
794,Kayla McGory,North Florida,,0.3,0.393,0.514,0.907,49,140,29,42,10,1,6,30,4,18,10,10,1,False
795,Lauren Love,Marshall,,0.3,0.374,0.508,0.882,45,120,26,36,10,0,5,33,3,13,10,1,0,False
796,Annie Tokarek,Indiana State,,0.3,0.348,0.531,0.879,48,130,10,39,9,0,7,24,0,10,24,0,1,False
797,Bobbi Aguirre,UC San Diego,,0.3,0.424,0.38,0.804,56,150,19,45,3,0,3,19,5,28,17,0,0,False
798,Emma Austin,Southern Illinois,,0.3,0.391,0.325,0.716,39,80,19,24,0,1,0,8,0,12,18,7,1,False
799,Lily Fischer,Murray State,,0.3,0.435,0.473,0.908,59,150,25,45,10,2,4,2,24,14,0,0,0,False
800,Sabrina Vargas,Siena,,0.299,0.391,0.351,0.742,55,134,24,40,1,0,2,21,10,11,14,5,2,False
801,Aaliyah Jenkins,Nevada,,0.299,0.393,0.653,1.046,51,144,31,43,10,1,13,46,3,20,39,18,5,False
802,Sara Olson,Long Beach State,,0.299,0.361,0.361,0.722,49,144,30,43,5,2,0,20,4,10,19,12,3,False
803,Savannah Jones,Georgetown,,0.299,0.368,0.53,0.898,43,134,32,40,7,0,8,22,5,11,24,3,1,False
804,Crist Hanna,Cornell,,0.299,0.414,0.598,1.012,40,107,23,32,3,1,9,21,2,19,18,9,1,False
805,Maranda Gutierrez,DePaul,,0.299,0.458,0.471,0.929,53,157,46,47,11,2,4,3,15,31,0,0,0,False
806,Baie Ensio,Belmont,,0.299,0.342,0.321,0.663,51,137,31,41,3,0,0,0,3,9,0,0,0,False
807,McKayla Cothran,Samford,,0.299,0.353,0.355,0.708,41,107,20,32,4,1,0,5,1,8,17,10,0,False
808,Loren Hudson,Norfolk State,,0.299,0.355,0.454,0.809,48,97,6,29,3,0,4,19,2,7,10,0,0,False
809,Merritt Cahoon,Samford,,0.299,0.341,0.402,0.743,41,127,8,38,7,0,2,20,1,7,8,2,0,False
810,Mia Parker,George Washington,,0.299,0.39,0.481,0.871,53,154,21,46,13,0,5,27,4,19,20,0,0,False
811,Jaylon Davis,Mississippi Valley State,,0.299,0.365,0.483,0.848,35,87,15,26,6,2,2,3,2,7,8,11,0,False
812,Taylor Strain,Baylor,,0.299,0.323,0.385,0.708,45,117,17,35,7,0,1,21,0,5,23,4,1,False
813,Sarah McKeveny,Bryant,,0.299,0.357,0.368,0.725,37,87,6,26,3,0,1,13,1,8,22,0,0,False
814,Paige Dimler,Arizona,,0.299,0.362,0.583,0.945,48,127,24,38,4,1,10,25,4,9,29,0,0,False
815,Camryn Middlebrook,Stephen F. Austin,,0.299,0.41,0.413,0.823,56,167,37,50,9,2,2,1,11,23,0,0,0,False
816,Kari Holzrichter,Jacksonville,,0.299,0.367,0.448,0.815,36,87,9,26,7,0,2,20,1,9,21,1,0,False
817,Elizabeth Warwick,Southern Illinois,,0.299,0.404,0.526,0.93,46,137,25,41,10,0,7,39,4,20,30,5,2,False
818,Alyssa Cacini,Dayton,,0.298,0.36,0.496,0.856,46,141,26,42,5,1,7,28,1,15,37,3,1,False
819,Bella Wiggins,UAB,,0.298,0.354,0.383,0.737,47,141,24,42,7,1,1,16,6,8,16,3,5,False
820,Kelsey Bennett,Virginia Tech,,0.298,0.354,0.453,0.807,54,161,16,48,8,1,5,29,1,13,25,1,1,False
821,Maddie Schmidt,UNLV,,0.298,0.394,0.36,0.754,57,161,37,48,0,5,0,11,2,24,35,11,2,False
822,Kendall Lee,Memphis,,0.298,0.35,0.39,0.74,53,141,8,42,7,0,2,27,0,13,21,0,1,False
823,Keely Dubois,Northwestern State,,0.298,0.331,0.497,0.828,51,161,18,48,8,0,8,38,1,9,27,0,0,False
824,Melissa Holzopfel,Cleveland State,,0.298,0.345,0.394,0.739,43,104,15,31,5,1,1,0,0,8,0,0,0,False
825,Taylor Ebbs,Kentucky,,0.298,0.366,0.618,0.984,55,131,21,39,10,1,10,30,0,14,16,0,0,False
826,Amanda Cooper,Rider,,0.298,0.355,0.347,0.702,44,124,27,37,1,1,1,12,2,10,30,2,2,False
827,Abby Wingo,Seton Hall,,0.298,0.353,0.454,0.807,43,141,26,42,13,3,1,18,2,10,16,3,2,False
828,Yrral Davis,Norfolk State,,0.298,0.407,0.43,0.837,54,121,21,36,9,2,1,28,10,15,13,11,1,False
829,Kelli Godin,UCLA,,0.298,0.31,0.339,0.649,61,124,33,37,3,1,0,0,0,8,0,0,0,False
830,Jaiden Tweed,Presbyterian,,0.298,0.342,0.447,0.789,51,141,21,42,7,1,4,2,3,8,0,0,0,False
831,Carley Morfey,Sacramento State,,0.298,0.352,0.506,0.858,55,168,28,50,11,0,8,0,1,13,0,0,0,False
832,Faith Shirley,Georgia Southern,,0.298,0.381,0.579,0.96,41,121,17,36,10,0,8,25,2,15,19,2,0,False
833,Johneisha Rowe,UCF,,0.297,0.388,0.331,0.719,62,175,35,52,4,1,0,16,3,23,38,23,4,False
834,Mekayla Frazier,Charlotte,,0.297,0.333,0.441,0.774,57,145,30,43,11,2,2,16,0,8,23,7,1,False
835,Dayna Kennedy,Illinois State,,0.297,0.36,0.683,1.043,40,101,16,30,3,0,12,0,3,7,0,0,0,False
836,Alayis Seneca,McNeese,,0.297,0.364,0.343,0.707,56,175,44,52,6,1,0,21,0,19,4,19,2,False
837,Lindy Milkowski,Eastern Illinois,,0.297,0.387,0.564,0.951,55,165,19,49,15,1,9,0,1,24,0,0,0,False
838,Sophia Recrosio,Canisius,,0.297,0.338,0.391,0.729,47,128,23,38,10,1,0,17,0,8,10,4,2,False
839,Madyson Cole,Kent State,,0.297,0.374,0.584,0.958,41,101,18,30,5,0,8,22,5,8,27,2,0,False
840,Natalie McLennan,Prairie View,,0.297,0.354,0.351,0.705,43,111,26,33,4,1,0,0,3,9,0,0,0,False
841,Amanda Ayala,Tennessee,,0.297,0.409,0.497,0.906,55,165,32,49,12,3,5,30,6,26,24,13,2,False
842,Tori Mueller,UMass Lowell,,0.297,0.357,0.344,0.701,48,128,18,38,4,1,0,6,0,12,18,6,2,False
843,Cameron Young,East Tennessee State,,0.297,0.345,0.355,0.7,55,155,17,46,9,0,0,8,4,8,19,14,4,False
844,Gabriella Jimenez,Utah State,,0.297,0.371,0.623,0.994,55,175,35,52,8,2,15,49,1,20,56,6,2,False
845,Kiley Goff,Maryland,,0.297,0.445,0.341,0.786,48,91,25,27,4,0,0,8,6,20,14,13,3,False
846,Alexia Torculas,San Diego,,0.297,0.364,0.44,0.804,54,175,32,52,4,3,5,18,4,15,39,8,4,False
847,Bailey Curry,Western Kentucky,,0.296,0.407,0.62,1.027,51,142,19,42,10,0,12,48,2,26,17,0,0,False
848,Abigail Rickermann,Southeast Missouri State,,0.296,0.382,0.37,0.752,49,108,23,32,2,3,0,2,2,13,0,0,0,False
849,Paige Rauch,Villanova,,0.296,0.403,0.542,0.945,56,179,44,53,8,3,10,34,3,29,27,5,0,False
850,Anna Lonchar,UMBC,,0.296,0.4,0.541,0.941,41,98,17,29,3,0,7,14,6,11,23,0,0,False
851,Kyra Snyder,Long Beach State,,0.296,0.358,0.348,0.706,48,135,17,40,4,0,1,18,3,11,29,0,0,False
852,Brooke Rice,Ohio,,0.296,0.409,0.56,0.969,47,125,16,37,9,0,8,26,5,19,47,2,0,False
853,Hannah McEwen,Arkansas,,0.296,0.386,0.43,0.816,59,186,45,55,9,2,4,7,10,18,0,0,0,False
854,Emmy Blane,Kentucky,,0.296,0.374,0.539,0.913,56,115,17,34,7,0,7,32,0,15,32,0,0,False
855,Savanna DesRochers,Kansas,,0.296,0.309,0.521,0.83,53,142,20,42,9,1,7,1,0,4,0,0,0,False
856,Carmen Betts,Tennessee Tech,,0.296,0.388,0.438,0.826,54,162,38,48,8,0,5,2,2,23,0,0,0,False
857,Maica Ingles,Illinois-Chicago,,0.296,0.396,0.348,0.744,45,135,30,40,3,2,0,9,5,18,14,3,3,False
858,Gabby Vaughan,Norfolk State,,0.296,0.363,0.526,0.889,55,152,17,45,13,2,6,36,0,17,14,2,1,False
859,Brianna Pinto,Fordham,,0.296,0.343,0.361,0.704,49,169,29,50,6,1,1,10,2,10,47,25,0,False
860,Julia York,Southern,,0.296,0.374,0.457,0.831,42,81,12,24,7,0,2,14,2,8,14,3,0,False
861,Grace Loftin,UNC Greensboro,,0.296,0.37,0.605,0.975,56,152,24,45,14,0,11,46,4,15,31,1,0,False
862,Emilee Buringa,North Dakota State,,0.296,0.415,0.497,0.912,53,159,44,47,9,1,7,37,6,27,35,8,3,False
863,Samantha Saloun,Green Bay,,0.296,0.344,0.461,0.805,50,152,19,45,4,0,7,28,1,10,19,2,0,False
864,Grace Chelemen,Marshall,,0.296,0.34,0.387,0.727,50,142,24,42,8,1,1,18,0,10,20,8,0,False
865,Kylie Norwood,Tulsa,,0.296,0.378,0.434,0.812,49,159,24,47,11,1,3,0,3,18,0,0,0,False
866,Cayla Nielsen,Creighton,,0.296,0.358,0.489,0.847,42,135,34,40,10,2,4,17,0,13,28,4,2,False
867,Jessie Munson,Oakland,,0.295,0.326,0.326,0.652,43,132,20,39,4,0,0,4,0,6,16,8,3,False
868,Erika Bell,Robert Morris,,0.295,0.402,0.479,0.881,50,146,14,43,12,3,3,31,1,26,18,1,0,False
869,Kendyl Weinzapfel,Austin Peay,,0.295,0.305,0.358,0.663,53,173,17,51,4,2,1,14,1,2,10,6,3,False
870,Lily Garcia,Seattle,,0.295,0.338,0.496,0.834,49,139,16,41,13,3,3,26,2,7,9,1,1,False
871,MacKenzie McFeron,Evansville,,0.295,0.378,0.366,0.744,46,112,26,33,2,3,0,9,0,15,17,8,1,False
872,Madison Parks,Northern Iowa,,0.295,0.435,0.553,0.988,46,132,32,39,8,1,8,29,1,34,25,18,0,False
873,Isabel Gusman,Jackson State,,0.295,0.396,0.475,0.871,46,122,14,36,8,1,4,20,9,12,9,2,0,False
874,Kaylah Nelson,Oregon State,,0.295,0.35,0.417,0.767,50,132,8,39,8,1,2,2,5,6,0,0,0,False
875,Lily Amos,Cal Poly,,0.295,0.452,0.377,0.829,48,122,13,36,4,0,2,1,10,25,0,0,0,False
876,Riley Grunberg,UTSA,,0.295,0.413,0.53,0.943,48,149,29,44,5,0,10,30,1,29,41,1,0,False
877,Kamryn Jackson,Duke,,0.295,0.438,0.598,1.036,55,112,38,33,8,1,8,34,10,20,28,11,1,False
878,Xzarria Simmons,Howard,,0.295,0.394,0.324,0.718,43,105,25,31,3,0,0,14,1,18,13,4,1,False
879,Taylor Pleasants,LSU,,0.295,0.388,0.597,0.985,57,176,39,52,15,1,12,2,6,23,0,0,0,False
880,Kayla Harper,North Florida,,0.295,0.399,0.341,0.74,59,173,40,51,2,0,2,18,4,26,32,30,6,False
881,Kelsie Ekstrom,UMES,,0.295,0.366,0.396,0.762,50,139,24,41,12,1,0,29,2,16,23,4,0,False
882,Keely Clark,Maine,,0.294,0.339,0.376,0.715,42,109,9,32,3,0,2,21,1,7,15,0,0,False
883,Brooke Diaz,Louisiana Tech,,0.294,0.388,0.481,0.869,54,160,18,47,9,0,7,39,10,16,23,2,0,False
884,Meagan Smith,UT Arlington,,0.294,0.347,0.529,0.876,49,136,13,40,6,1,8,27,2,9,28,0,0,False
885,Val Pero,Loyola Marymount,,0.294,0.375,0.413,0.788,45,126,15,37,9,0,2,29,3,14,24,0,0,False
886,Brooklynn Brewington,Western Carolina,,0.294,0.368,0.347,0.715,53,170,30,50,5,2,0,15,2,18,35,33,7,False
887,Mariyah Sandoval,Southern,,0.294,0.413,0.412,0.825,46,119,11,35,5,0,3,20,6,18,17,3,0,False
888,Jaxie Klucewich,Montana,,0.294,0.312,0.301,0.613,47,153,25,45,1,0,0,11,0,4,18,5,1,False
889,Lauren Strathearn,Northern Colorado,,0.294,0.301,0.328,0.629,47,119,13,35,0,2,0,0,1,1,0,0,0,False
890,Mazie Macfarlane,Utah State,,0.294,0.417,0.401,0.818,56,177,46,52,13,0,2,29,2,36,38,22,2,False
891,Taylor McKinney,Troy,,0.294,0.374,0.485,0.859,50,136,18,40,5,0,7,25,3,15,18,2,2,False
892,Monique Hoosen,Butler,,0.294,0.423,0.642,1.065,47,109,24,32,6,1,10,25,1,25,34,3,1,False
893,Becca Schulte,Houston,,0.294,0.405,0.643,1.048,53,143,40,42,9,1,13,45,1,27,32,9,2,False
894,Meghan Sheehan,South Florida,,0.293,0.348,0.384,0.732,59,164,22,48,9,0,2,30,1,14,15,10,3,False
895,Allison Heffley,Harvard,,0.293,0.393,0.48,0.873,41,123,15,36,5,3,4,19,2,19,24,3,1,False
896,Becky Hurosky,Cleveland State,,0.293,0.355,0.512,0.867,44,123,15,36,9,0,6,1,3,10,0,0,0,False
897,Olivia Ulam,Saint Francis (PA),,0.293,0.353,0.443,0.796,55,167,27,49,8,1,5,30,1,16,29,2,0,False
898,Lair Beautae,Tennessee,,0.293,0.407,0.467,0.874,56,150,31,44,9,1,5,33,6,24,30,13,1,False
899,Ashlee Lykins,Furman,,0.293,0.338,0.309,0.647,55,191,34,56,1,1,0,10,2,11,25,21,1,False
900,Kiera Cooper,Kennesaw State,,0.293,0.349,0.481,0.83,49,133,21,39,10,0,5,18,1,11,25,5,3,False
901,Michaela Edenfield,Florida State,,0.293,0.439,0.624,1.063,61,157,36,46,4,0,16,2,2,39,0,0,0,False
902,Maranda Jimenez,Albany,,0.293,0.306,0.534,0.84,40,116,17,34,7,0,7,24,1,3,16,1,1,False
903,Tayven Rousseau,Morgan State,,0.293,0.453,0.504,0.957,45,123,24,36,11,0,5,29,6,30,13,3,0,False
904,Emma Bickford,Santa Clara,,0.293,0.331,0.407,0.738,51,150,21,44,12,1,1,4,5,4,0,0,0,False
905,Lexi Campbell,Akron,,0.293,0.325,0.387,0.712,48,150,18,44,11,0,1,23,0,7,6,2,0,False
906,Faith Jarvis,East Carolina,,0.293,0.376,0.365,0.741,56,167,31,49,6,3,0,10,1,21,54,20,4,False
907,Brianna Brown,Pennsylvania,,0.293,0.32,0.319,0.639,38,116,11,34,1,1,0,0,0,5,0,0,0,False
908,Brooke Hilliard,Quinnipiac,,0.293,0.374,0.341,0.715,41,123,12,36,4,1,0,13,8,8,10,9,2,False
909,Meredith Keel,South Alabama,,0.293,0.317,0.431,0.748,43,116,16,34,3,5,1,1,1,4,0,0,0,False
910,Marisa Rubio,Dixie State,,0.292,0.325,0.333,0.658,50,120,17,35,3,1,0,9,0,6,15,7,2,False
911,Ashley Meckley,Charleston Southern,,0.292,0.391,0.411,0.802,55,168,44,49,7,2,3,15,2,26,23,20,3,False
912,Amanda Desario,Tarleton,,0.292,0.378,0.416,0.794,53,161,41,47,6,1,4,16,3,20,30,4,2,False
913,Andrea Lyon,Gardner-Webb,,0.292,0.364,0.496,0.86,44,137,14,40,6,2,6,25,4,12,28,1,0,False
914,Maddie Gallagher,South Carolina,,0.292,0.403,0.41,0.813,56,161,35,47,8,4,1,28,7,23,36,5,2,False
915,Abbey Latham,Ole Miss,,0.292,0.396,0.532,0.928,53,154,36,45,7,0,10,46,6,21,35,16,1,False
916,Emily Carroll,Sacred Heart,,0.292,0.316,0.354,0.67,55,161,15,47,5,1,1,3,1,6,0,0,0,False
917,Sydney Yoder,East Carolina,,0.292,0.353,0.467,0.82,51,120,23,35,3,3,4,31,2,10,27,4,0,False
918,Megan Bloodworth,Alabama,,0.292,0.395,0.566,0.961,49,106,14,31,6,1,7,30,8,12,22,1,1,False
919,Ari Castillo,Rhode Island,,0.292,0.355,0.496,0.851,45,137,18,40,10,0,6,29,0,14,13,5,0,False
920,Weslin Jones,Charleston Southern,,0.291,0.367,0.371,0.738,55,151,19,44,6,3,0,10,1,17,32,3,3,False
921,Aniya Spangler,Prairie View,,0.291,0.333,0.443,0.776,38,79,14,23,3,0,3,3,0,8,0,0,0,False
922,Haley Fox,Stetson,,0.291,0.328,0.316,0.644,49,117,10,34,3,0,0,6,2,5,25,13,2,False
923,Alexa Cepeda,Portland State,,0.291,0.371,0.33,0.701,42,103,19,30,4,0,0,15,5,8,26,1,0,False
924,Sarah Coon,Virginia,,0.291,0.434,0.523,0.957,54,151,34,44,11,0,8,2,12,26,0,0,0,False
925,Jessica Chilcott,Iona,,0.291,0.386,0.53,0.916,47,151,23,44,6,0,10,31,5,19,42,8,5,False
